experiment,repeat,seed,n_signals,eve_fraction,noise_probability,noise_model,loss_probability,basis_probability_z,sample_fraction,sample_size,abort_threshold,confidence,n_detected,n_sifted,n_test,n_remaining,actual_errors,test_errors,qber_actual,qber_estimate,qber_ci_low,qber_ci_high,qber_ci_width,detected_fraction,sifted_fraction,candidate_fraction,has_error,full_sample,expected_qber
02_noise_sweep,17,42265362514824714995219257018943889557,5000,0.0,0.02,depolarizing,0.0,0.5,0.2,,0.11,0.95,5000,2479,495,1984,27,4,0.010891488503428802,0.00808080808080808,0.003146826723446766,0.02059109363443285,0.017444266910986085,1.0,0.4958,0.3968,1,1,0.01
02_noise_sweep,18,300938915880745821002779362332465459185,5000,0.0,0.02,depolarizing,0.0,0.5,0.2,,0.11,0.95,5000,2501,500,2001,21,5,0.008396641343462616,0.01,0.004278753896590496,0.023193099755730702,0.018914345859140206,1.0,0.5002,0.4002,1,1,0.01
02_noise_sweep,19,124515866648906229440436212761540400685,5000,0.0,0.02,depolarizing,0.0,0.5,0.2,,0.11,0.95,5000,2504,500,2004,24,4,0.009584664536741214,0.008,0.003115315180062238,0.020387035834105165,0.01727172065404293,1.0,0.5008,0.4008,1,1,0.01
02_noise_sweep,20,298298105970887880522258306912925282710,5000,0.0,0.02,depolarizing,0.0,0.5,0.2,,0.11,0.95,5000,2476,495,1981,24,3,0.009693053311793215,0.006060606060606061,0.002063249568394529,0.01766538093469199,0.01560213136629746,1.0,0.4952,0.3962,1,1,0.01
02_noise_sweep,21,222517801784122331084225743137278758616,5000,0.0,0.02,depolarizing,0.0,0.5,0.2,,0.11,0.95,5000,2488,497,1991,24,4,0.00964630225080386,0.008048289738430584,0.003134145916446042,0.020508982287390367,0.017374836370944325,1.0,0.4976,0.3982,1,1,0.01
02_noise_sweep,22,242799266246649577967138749157403387941,5000,0.0,0.02,depolarizing,0.0,0.5,0.2,,0.11,0.95,5000,2501,500,2001,22,2,0.008796481407437025,0.004,0.0010976305226827908,0.01446571521517703,0.013368084692494238,1.0,0.5002,0.4002,1,1,0.01
02_noise_sweep,23,224320973284690081478776422458251059163,5000,0.0,0.02,depolarizing,0.0,0.5,0.2,,0.11,0.95,5000,2525,505,2020,20,5,0.007920792079207921,0.009900990099009901,0.004236317655323571,0.022965590877785137,0.018729273222461568,1.0,0.505,0.404,1,1,0.01
02_noise_sweep,24,40278588082058033046598379914857780975,5000,0.0,0.02,depolarizing,0.0,0.5,0.2,,0.11,0.95,5000,2490,498,1992,30,6,0.012048192771084338,0.012048192771084338,0.005533173411434259,0.02603348682010754,0.020500313408673282,1.0,0.498,0.3984,1,1,0.01
02_noise_sweep,25,314620811063442525453109704646927999169,5000,0.0,0.02,depolarizing,0.0,0.5,0.2,,0.11,0.95,5000,2416,483,1933,33,8,0.013658940397350994,0.016563146997929608,0.00841616995982596,0.03233931308542927,0.02392314312560331,1.0,0.4832,0.3866,1,1,0.01
02_noise_sweep,26,5900155543619708894432475987699680221,5000,0.0,0.02,depolarizing,0.0,0.5,0.2,,0.11,0.95,5000,2459,491,1968,27,2,0.010980073200488003,0.004073319755600814,0.001117762849515396,0.014728643470969315,0.013610880621453918,1.0,0.4918,0.3936,1,1,0.01
02_noise_sweep,27,258427639330856358862379986519909788847,5000,0.0,0.02,depolarizing,0.0,0.5,0.2,,0.11,0.95,5000,2523,504,2019,30,7,0.011890606420927468,0.013888888888888888,0.006743711925116162,0.028388234297087582,0.02164452237197142,1.0,0.5046,0.4038,1,1,0.01
02_noise_sweep,28,138418592917166438694565180181917849298,5000,0.0,0.02,depolarizing,0.0,0.5,0.2,,0.11,0.95,5000,2513,502,2011,22,5,0.008754476721050538,0.0099601593625498,0.004261677784243426,0.023101557433691747,0.018839879649448322,1.0,0.5026,0.4022,1,1,0.01
02_noise_sweep,29,34968625603961005975452989159361770828,5000,0.0,0.02,depolarizing,0.0,0.5,0.2,,0.11,0.95,5000,2512,502,2010,22,7,0.00875796178343949,0.013944223107569721,0.006770642877454554,0.028500208314318543,0.02172956543686399,1.0,0.5024,0.402,1,1,0.01
02_noise_sweep,0,272920790735976535496826664243637175811,5000,0.0,0.04,depolarizing,0.0,0.5,0.2,,0.11,0.95,5000,2438,487,1951,49,10,0.020098441345365054,0.02053388090349076,0.01119109973142903,0.0373815267088397,0.02619042697741067,1.0,0.4876,0.3902,1,1,0.02
02_noise_sweep,1,311214585320595241696764844736293961811,5000,0.0,0.04,depolarizing,0.0,0.5,0.2,,0.11,0.95,5000,2497,499,1998,42,13,0.01682018422106528,0.026052104208416832,0.0152870819393247,0.04405857919744952,0.02877149725812482,1.0,0.4994,0.3996,1,1,0.02
02_noise_sweep,2,222874663759058261633788999249618047493,5000,0.0,0.04,depolarizing,0.0,0.5,0.2,,0.11,0.95,5000,2554,510,2044,52,8,0.020360219263899765,0.01568627450980392,0.007969437066686718,0.03064453321557079,0.02267509614888407,1.0,0.5108,0.4088,1,1,0.02
02_noise_sweep,3,50532504905923817073502936564343092864,5000,0.0,0.04,depolarizing,0.0,0.5,0.2,,0.11,0.95,5000,2503,500,2003,46,6,0.018377946464242907,0.012,0.005510995174027701,0.02593036111644729,0.02041936594241959,1.0,0.5006,0.4006,1,1,0.02
02_noise_sweep,4,323536067988686468782315473650719121310,5000,0.0,0.04,depolarizing,0.0,0.5,0.2,,0.11,0.95,5000,2541,508,2033,46,12,0.01810310901219992,0.023622047244094488,0.013563475792254039,0.04083121682378004,0.027267741031526002,1.0,0.5082,0.4066,1,1,0.02
02_noise_sweep,5,132494270692056650920770979185075187660,5000,0.0,0.04,depolarizing,0.0,0.5,0.2,,0.11,0.95,5000,2518,503,2015,48,7,0.019062748212867357,0.013916500994035786,0.006757150567541375,0.028444111109447678,0.021686960541906303,1.0,0.5036,0.403,1,1,0.02
02_noise_sweep,6,204521824228243521679553721913423484824,5000,0.0,0.04,depolarizing,0.0,0.5,0.2,,0.11,0.95,5000,2551,510,2041,45,7,0.01764014112112897,0.013725490196078431,0.006664189367683126,0.02805752978211388,0.02139334041443075,1.0,0.5102,0.4082,1,1,0.02
02_noise_sweep,7,256801300176822476887746796938469975032,5000,0.0,0.04,depolarizing,0.0,0.5,0.2,,0.11,0.95,5000,2523,504,2019,62,12,0.024573919936583432,0.023809523809523808,0.013671527512541139,0.04115160348063804,0.0274800759680969,1.0,0.5046,0.4038,1,1,0.02
02_noise_sweep,8,158488535953697697864159261792562517229,5000,0.0,0.04,depolarizing,0.0,0.5,0.2,,0.11,0.95,5000,2471,494,1977,48,10,0.01942533387292594,0.020242914979757085,0.011031998660788323,0.036857662592355775,0.025825663931567454,1.0,0.4942,0.3954,1,1,0.02
02_noise_sweep,9,315796448157137371689063696367561583775,5000,0.0,0.04,depolarizing,0.0,0.5,0.2,,0.11,0.95,5000,2531,506,2025,50,15,0.019755037534571317,0.029644268774703556,0.018045681011375967,0.04833075471233361,0.030285073700957645,1.0,0.5062,0.405,1,1,0.02
02_noise_sweep,10,166444868255608742857126215570642945976,5000,0.0,0.04,depolarizing,0.0,0.5,0.2,,0.11,0.95,5000,2474,494,1980,56,10,0.02263540824575586,0.020242914979757085,0.011031998660788323,0.036857662592355775,0.025825663931567454,1.0,0.4948,0.396,1,1,0.02
02_noise_sweep,11,28044183883915212685078479358931415740,5000,0.0,0.04,depolarizing,0.0,0.5,0.2,,0.11,0.95,5000,2541,508,2033,48,6,0.018890200708382526,0.011811023622047244,0.005424032088181334,0.02552590084064698,0.020101868752465647,1.0,0.5082,0.4066,1,1,0.02
